patch_id,af1,Qal,Qaf,Qat,Qc,Qca,Qr
sonora_256_50_55,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_56,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_57,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_58,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_59,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_60,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_61,0.0,1.0,0.0,1.0,1.0,0.0,1.0
sonora_256_50_62,1.0,1.0,0.0,1.0,1.0,0.0,1.0
sonora_256_50_63,1.0,1.0,0.0,1.0,1.0,0.0,1.0
sonora_256_50_64,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_65,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_66,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_67,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_68,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_69,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_70,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_71,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_72,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_73,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_74,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_75,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_76,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_77,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_78,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_79,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_80,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_81,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_82,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_83,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_84,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_85,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_86,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_87,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_88,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_89,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_90,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_91,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_92,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_93,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_94,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_95,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_96,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_97,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_98,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_99,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_101,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_102,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_103,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_104,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_105,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_106,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_107,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_108,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_109,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_110,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_111,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_112,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_113,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_114,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_115,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_116,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_117,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_118,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_119,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_120,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_121,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_122,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_123,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_124,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_125,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_126,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_127,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_128,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_129,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_130,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_131,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_132,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_133,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_134,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_135,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_136,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_137,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_138,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_139,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_140,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_141,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_142,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_143,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_144,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_145,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_146,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_147,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_148,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_149,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_150,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_151,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_152,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_153,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_154,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_155,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_156,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_157,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_158,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_159,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_160,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_161,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_162,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_163,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_164,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_165,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_166,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_167,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_168,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_169,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_170,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_171,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_172,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_173,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_174,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_175,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_176,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_177,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_178,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_179,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_180,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_181,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_182,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_183,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_184,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_185,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_186,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_187,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_188,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_189,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_190,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_191,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_192,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_193,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_194,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_195,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_196,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_197,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_198,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_199,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_200,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_201,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_202,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_203,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_204,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_205,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_206,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_207,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_208,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_209,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_210,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_211,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_212,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_213,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_214,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_215,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_216,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_217,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_218,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_219,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_220,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_221,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_222,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_223,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_224,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_225,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_226,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_227,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_228,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_229,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_230,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_231,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_232,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_233,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_234,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_235,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_236,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_237,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_238,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_239,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_240,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_241,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_242,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_243,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_244,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_245,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_246,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_247,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_248,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_249,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_250,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_251,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_252,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_253,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_254,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_255,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_256,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_257,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_258,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_259,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_260,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_261,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_262,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_263,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_264,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_265,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_266,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_267,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_268,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_269,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_270,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_271,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_273,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_274,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_275,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_276,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_277,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_278,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_279,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_280,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_281,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_282,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_283,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_284,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_285,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_286,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_287,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_288,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_289,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_290,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_291,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_292,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_293,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_294,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_295,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_296,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_297,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_298,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_299,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_301,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_302,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_303,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_304,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_305,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_306,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_307,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_308,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_309,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_310,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_311,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_312,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_313,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_314,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_315,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_316,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_317,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_318,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_319,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_320,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_321,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_322,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_323,0.0,1.0,0.0,1.0,0.0,0.0,0.0
sonora_256_50_324,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_325,0.0,1.0,0.0,1.0,0.0,0.0,1.0
sonora_256_50_326,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_327,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_328,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_329,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_330,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_331,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_332,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_333,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_334,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_335,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_336,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_337,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_338,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_339,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_340,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_341,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_342,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_343,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_344,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_345,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_346,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_347,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_348,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_349,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_350,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_351,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_352,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_353,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_354,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_355,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_356,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_357,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_358,1.0,1.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_359,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_360,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sonora_256_50_361,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_362,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_363,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_364,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_365,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sonora_256_50_366,0.0,0.0,0.0,0.0,0.0,0.0,1.0
